# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC1-Q03024
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC1-Q9Z3C5	62.76	145	54	0	3	147	1	145	2e-63	181
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC1-O05693
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC1-O05693	65.07	146	50	1	3	147	2	147	5e-61	175
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC1-P23596
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC1-P23596	60.54	147	58	0	1	147	1	147	4e-58	168
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC1-O85350
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC1-O85350	60.42	144	57	0	4	147	3	146	8e-65	185
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC1-Q53368
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC1-Q53368	61.90	147	46	2	1	147	1	137	6e-42	126
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC1-Q88RG3
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC1-Q88RG3	46.31	149	75	2	1	146	1	147	1e-38	118
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC1-F0R9C2
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC1-F0R9C2	45.89	146	76	2	2	145	1	145	2e-41	125
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC1-Q72J04
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC1-Q72J04	49.66	147	71	2	1	145	1	146	5e-39	119
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC1-P73239
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC1-P73239	42.86	147	81	2	1	145	1	146	5e-40	122
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC1-P18770
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC1-P18770	47.62	147	74	2	1	145	1	146	5e-39	119
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC1-O53645
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC1-O53645	42.95	149	82	2	1	147	1	148	5e-38	116
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC1-Q8T9W4
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC1-Q8T9W4	43.15	146	80	2	2	145	1	145	3e-39	120
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC1-Q9XUJ1
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC1-Q9XUJ1	41.10	146	83	2	2	145	1	145	9e-40	121
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC1-P63391
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC1-P63391	44.44	144	78	2	3	145	2	144	9e-37	113
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC1-Q9NP58
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC1-Q9NP58	39.46	147	86	2	1	145	1	146	3e-38	117
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC1-A3DCU1
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC1-A3DCU1	38.36	146	89	1	1	145	1	146	2e-43	130
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC1-Q1LRE9
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC1-Q1LRE9	42.76	145	80	2	3	145	3	146	5e-38	116
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC1-O75027
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC1-O75027	39.73	146	85	2	2	145	2	146	1e-36	113
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC1-Q9LVM1
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC1-Q9LVM1	39.73	146	85	2	2	145	2	146	8e-40	121
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2a-P72884
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2a-P72884	31.11	45	31	0	1	45	1	45	2e-06	30.4
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2a-Q50863
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2a-Q50863	30.32	155	73	8	1	145	1	130	1e-12	47.8
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2a-Q1D3I3
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2a-Q1D3I3	30.32	155	73	8	1	145	1	130	1e-12	47.8
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2a-Q48476
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2a-Q48476	30.23	43	30	0	3	45	2	44	2e-04	25.0
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2a-Q9I3V8
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2a-Q9I3V8	41.46	41	24	0	1	41	1	41	2e-07	33.5
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2a-Q6E7E8
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2a-Q6E7E8	22.15	149	91	6	2	145	2	130	5e-08	35.0
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2a-P42954
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2a-P42954	19.61	153	89	4	2	145	1	128	6e-07	32.3
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2a-D1GQ17
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2a-D1GQ17	34.88	43	28	0	3	45	3	45	1e-05	28.5
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2a-P24586
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2a-P24586	48.39	31	16	0	3	33	2	32	5e-07	32.3
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2a-B3FHE0
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2a-B3FHE0	30.00	40	28	0	3	42	3	42	4e-07	32.7
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2a-P42332
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2a-P42332	26.14	153	88	4	3	146	2	138	2e-15	55.5
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2a-A8GZV2
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2a-A8GZV2	28.77	146	94	5	3	147	3	139	1e-12	47.8
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2a-P46903
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2a-P46903	29.38	160	80	6	3	147	2	143	2e-16	58.5
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2a-Q8IUA7
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2a-Q8IUA7	26.67	150	100	4	1	146	1	144	2e-15	55.8
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2a-B5YBB1
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2a-B5YBB1	28.38	148	93	4	1	147	1	136	9e-19	65.1
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2a-J8ABC0
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2a-J8ABC0	27.70	148	99	4	1	146	1	142	1e-18	65.1
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2a-B8D1W5
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2a-B8D1W5	29.93	147	91	4	1	146	1	136	1e-19	67.4
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2a-F8FLY7
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2a-F8FLY7	28.77	146	96	4	3	146	2	141	4e-15	54.7
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2a-Q53716
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2a-Q53716	27.39	157	88	5	2	147	2	143	2e-11	44.3
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2a-P94440
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2a-P94440	30.41	148	95	4	2	147	1	142	2e-17	61.6
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2a-O30385
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2a-O30385	32.28	158	79	5	1	147	1	141	6e-16	57.0
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2a-AKM77948
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2a-AKM77948	28.47	144	92	4	4	146	3	136	2e-12	47.0
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2a-Q18BL2
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2a-Q18BL2	31.29	147	86	7	2	146	2	135	3e-15	55.1
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2a-E8R694
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2a-E8R694	25.49	153	92	4	2	146	1	139	1e-13	50.4
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2a-P50332
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2a-P50332	30.00	150	91	5	3	147	2	142	3e-16	58.2
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2b-A9SCA8
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2b-A9SCA8	30.52	154	96	8	1	147	1	150	3e-14	52.4
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2b-Q9C6W5
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2b-Q9C6W5	26.80	153	102	5	1	147	1	149	7e-12	45.8
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2b-Q84TH5
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2b-Q84TH5	33.99	153	90	7	2	147	1	149	6e-16	57.4
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2b-Q9C8J8
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2b-Q9C8J8	26.76	142	95	4	12	147	11	149	2e-11	44.7
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2b-Q9C8K2
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2b-Q9C8K2	28.77	146	89	6	10	146	10	149	3e-11	44.3
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2b-P10090
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2b-P10090	32.00	150	86	7	10	147	9	154	6e-14	51.6
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2b-Q9UNQ0
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2b-Q9UNQ0	31.03	145	77	8	15	146	6	140	9e-09	37.4
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2b-Q8RXN0
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2b-Q8RXN0	32.19	146	86	7	10	147	8	148	2e-14	52.8
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2b-Q9FNB5
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2b-Q9FNB5	30.77	156	92	7	1	146	1	150	5e-13	48.9
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2b-P25371
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2b-P25371	26.35	148	99	5	7	147	7	151	2e-13	49.7
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2b-Q9M3D6
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2b-Q9M3D6	31.72	145	90	6	10	147	10	152	3e-13	49.7
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2b-I0DHI9
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2b-I0DHI9	29.29	140	88	6	15	147	3	138	5e-10	40.4
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2b-A9YWR6
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2b-A9YWR6	30.20	149	89	6	8	147	8	150	3e-14	52.4
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2b-D3GE74
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2b-D3GE74	32.41	145	88	6	10	147	10	151	2e-16	58.9
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2b-Q9M2V7
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2b-Q9M2V7	29.05	148	89	7	10	147	10	151	2e-11	44.7
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2b-Q55DW4
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2b-Q55DW4	26.67	150	95	7	7	146	7	151	3e-14	52.4
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2b-H9BZ66
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2b-H9BZ66	32.03	153	93	7	2	147	1	149	3e-16	58.2
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2b-G7LE38
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2b-G7LE38	29.79	141	89	4	12	147	12	147	2e-15	55.8
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2b-Q9H221
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2b-Q9H221	31.48	162	82	8	2	146	1	150	4e-14	52.0
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2b-A4HWI7
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2b-A4HWI7	30.61	147	86	7	10	146	8	148	2e-12	47.4
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2b-Q11180
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2b-Q11180	26.14	153	90	6	9	146	9	153	3e-12	47.0
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2b-A8WEV1
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2b-A8WEV1	25.33	150	100	4	7	147	6	152	1e-12	47.8
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2b-P45844
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2b-P45844	29.33	150	94	6	1	146	1	142	9e-15	53.9
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2b-S6BKX3
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2b-S6BKX3	30.77	156	86	7	2	147	2	145	3e-13	49.3
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC2b-Q9H222
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC2b-Q9H222	27.95	161	92	7	1	147	1	151	1e-11	45.4
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC3-Q973J6
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC3-Q973J6	29.80	151	98	4	1	146	1	148	1e-17	62.0
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC3-E6N374
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC3-E6N374	29.33	150	97	4	2	146	2	147	1e-15	56.2
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC3-Q58206
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC3-Q58206	27.95	161	91	4	1	146	1	151	5e-18	63.2
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC3-Q8TM30
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC3-Q8TM30	28.93	159	88	6	1	146	1	147	6e-15	54.3
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC3-Q8DQF8
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC3-Q8DQF8	28.48	165	81	5	1	146	1	147	5e-16	57.4
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC3-B8GHI2
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC3-B8GHI2	27.74	155	92	5	3	146	3	148	9e-16	56.6
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC3-A8TDW7
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC3-A8TDW7	29.75	158	88	5	1	146	1	147	1e-18	64.7
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC3-O34392
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC3-O34392	29.14	151	98	5	1	146	1	147	7e-17	60.1
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC3-RCX16582
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC3-RCX16582	26.88	160	88	6	2	146	2	147	2e-13	49.7
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC3-O31711
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC3-O31711	28.03	157	90	3	2	146	2	147	1e-18	65.1
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC3-Q73MJ2
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC3-Q73MJ2	29.41	153	88	5	3	146	3	144	3e-15	55.1
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC3-OLS22653
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC3-OLS22653	26.06	165	94	4	2	146	1	157	1e-12	48.1
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC3-Q8Y5F0
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC3-Q8Y5F0	27.22	158	92	4	1	146	1	147	1e-18	65.1
# BLASTP 2.2.31+
# Query: ABC1-Q03024
# Subject: ABC3-Q8VUH2
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABC1-Q03024	ABC3-Q8VUH2	26.88	160	90	6	1	146	1	147	2e-15	55.5
